Longitude, Latitude, Line Group (Path ID), Order of Points 
-122.41446817391302, 37.74389213043478, 1, 136
-122.4122873, 37.75582479999999, 1, 137
-122.4122873, 37.75582479999999, 1, 138
-122.41380349999999, 37.76112391666667, 1, 139
-122.42377527272728, 37.759373545454544, 1, 140
-122.41884216666669, 37.75227316666666, 1, 141
-122.3956316, 37.7627099, 1, 142
-122.38790210526315, 37.76054794736843, 1, 143
-122.3938614347826, 37.772664130434784, 1, 144
-122.40624614285716, 37.759216499999994, 1, 145
-122.40624614285716, 37.759216499999994, 1, 146
-122.41296383333332, 37.76879355555556, 1, 147
-122.42035738461536, 37.769629769230775, 1, 148
-122.42468157142856, 37.768213, 1, 149
-122.40385958823529, 37.77372347058823, 1, 150
-122.40385958823529, 37.77372347058823, 1, 151
-122.405269625, 37.728424437499996, 1, 152
-122.40224936363637, 37.72150281818182, 1, 153
-122.38964908333332, 37.72138933333333, 1, 154
-122.40341931578948, 37.71648357894736, 1, 155
-122.40341931578948, 37.71648357894736, 1, 156
-122.41642823809525, 37.68748682539683, 1, 157
-122.40696737500002, 37.65050191666668, 1, 158
-122.40207273333334, 37.73425666666667, 1, 159
-122.40207273333334, 37.73425666666667, 1, 160
-122.39613608333336, 37.73247191666666, 1, 161
-122.3908712352941, 37.73691482352941, 1, 162
-122.38722722222221, 37.72773877777778, 1, 163
-122.37610630952378, 37.73504938095237, 1, 164
-122.37532025, 37.7249683, 1, 165
-122.37532025, 37.7249683, 1, 166
-122.3904751785714, 37.744490071428565, 1, 167
-122.44506639130435, 37.72967595652174, 1, 168
-122.44506639130435, 37.72967595652174, 1, 169
-122.4533606923077, 37.71921615384615, 1, 170
-122.45711326666667, 37.722086000000004, 1, 171
-122.45802185000002, 37.7284793, 1, 172
-122.45429271428573, 37.71159999999999, 1, 173
-122.45429271428573, 37.71159999999999, 1, 174
-122.46749784210526, 37.71344421052632, 1, 175
-122.46799457142856, 37.727220535714295, 1, 176
-122.47835947058823, 37.71668064705882, 1, 177
-122.47835947058823, 37.71668064705882, 1, 178
-122.48094628571428, 37.72743292857143, 1, 179
-122.48094628571428, 37.72743292857143, 1, 180
-122.48704271428572, 37.73213933333333, 1, 181
-122.49749923809527, 37.74246166666667, 1, 182
-122.50479538461536, 37.742047615384614, 1, 183
-122.50479538461536, 37.742047615384614, 1, 184
-122.48589955555556, 37.7035453888889, 1, 185
-122.48589955555556, 37.7035453888889, 1, 186
-122.46668247058824, 37.69825588235294, 1, 187
-122.46668247058824, 37.69825588235294, 1, 188
-122.4788583478261, 37.69249560869566, 1, 189
-122.47880765217394, 37.68215986956522, 1, 190
-122.49114293939391, 37.67702869696971, 1, 191
-122.49114293939391, 37.67702869696971, 1, 192
-122.48865107692306, 37.65298411538461, 1, 193
-122.48441503448277, 37.635699344827586, 1, 194
-122.48441503448277, 37.635699344827586, 1, 195
-122.4822178297872, 37.618121531914895, 1, 196
-122.46718079629633, 37.59243498148147, 1, 197
-122.46718079629633, 37.59243498148147, 1, 198
-122.50319604999997, 37.590025633333326, 1, 199
-122.49431375824176, 37.54179371428571, 1, 200
-122.49431375824176, 37.54179371428571, 1, 201
-122.49431375824176, 37.54179371428571, 1, 202
-122.50319604999997, 37.590025633333326, 1, 203
-122.48681712698414, 37.58269379365079, 1, 204
-122.48441503448277, 37.635699344827586, 1, 205
-122.48441503448277, 37.635699344827586, 1, 206
-122.48865107692306, 37.65298411538461, 1, 207
-122.49114293939391, 37.67702869696971, 1, 208
-122.48824113043476, 37.69091673913044, 1, 209
-122.48824113043476, 37.69091673913044, 1, 210
-122.47862652380952, 37.669025999999995, 1, 211
-122.46084770370369, 37.655670037037034, 1, 212
-122.46084770370369, 37.655670037037034, 1, 213
-122.43781821052632, 37.64513531578947, 1, 214
-122.43781821052632, 37.64513531578947, 1, 215
-122.46059443478262, 37.64654917391304, 1, 216
-122.46059443478262, 37.64654917391304, 1, 217
-122.45958964000003, 37.62756216, 1, 218
-122.45958964000003, 37.62756216, 1, 219
-122.428483, 37.61964137499999, 1, 220
-122.42191492857144, 37.6224175, 1, 221
-122.42191492857144, 37.6224175, 1, 222
-122.41569285714283, 37.61281585714286, 1, 223
-122.41873099999998, 37.601238153846154, 1, 224
-122.39912345454545, 37.589201090909086, 1, 225
-122.39912345454545, 37.589201090909086, 1, 226
-122.38767712903227, 37.579457725806456, 1, 227
-122.34689873015874, 37.54570826984126, 1, 228
-122.34531924137931, 37.52300162068966, 1, 229
-122.34531924137931, 37.52300162068966, 1, 230
-122.30320478723405, 37.50376476595744, 1, 231
-122.30562104761906, 37.52795495238096, 1, 232
-122.29911470000002, 37.532926999999994, 1, 233
-122.31206080952383, 37.53281223809524, 1, 234
-122.31206080952383, 37.53281223809524, 1, 235
-122.36013135151514, 37.4462464, 1, 236
-122.26905459493673, 37.46324553164556, 1, 237
-122.27800266666664, 37.408732765957446, 1, 238
-122.29493136595745, 37.326955374468085, 1, 239
-122.29493136595745, 37.326955374468085, 1, 240
-122.21562293333331, 37.445103577777765, 1, 241
-122.21562293333331, 37.445103577777765, 1, 242
-122.26377849999999, 37.49581013636364, 1, 243
-122.2831828615384, 37.497464984615384, 1, 244
-122.2831828615384, 37.497464984615384, 1, 245
-122.2785938958334, 37.501762479166665, 1, 246
-122.33877953191488, 37.528459808510625, 1, 247
-122.32411053571427, 37.54025478571428, 1, 248
-122.32411053571427, 37.54025478571428, 1, 249
-122.31778173333335, 37.5525686, 1, 250
-122.31778173333335, 37.5525686, 1, 251
-122.33017634782613, 37.55320491304348, 1, 252
-122.31991478260868, 37.565378739130445, 1, 253
-122.3219542222222, 37.57283005555555, 1, 254
-122.3219542222222, 37.57283005555555, 1, 255
-122.33179493749999, 37.5813754375, 1, 256
-122.29393350000001, 37.57257337499999, 1, 257
-122.343335, 37.58499985000001, 1, 258
-122.39393493548386, 37.60722035483871, 1, 259
-122.30311036, 37.57022059999999, 1, 260
-122.30311036, 37.57022059999999, 1, 261
-122.29337772727271, 37.561899090909094, 1, 262
-122.28414562962963, 37.54571985185185, 1, 263
-122.27306369696969, 37.52642751515151, 1, 264
-122.27306369696969, 37.52642751515151, 1, 265
-122.25537966666664, 37.51076554761905, 1, 266
-122.24040628571427, 37.554221142857145, 1, 267
-122.21372232000002, 37.483866240000005, 1, 268
-122.23059463636365, 37.48939690909091, 1, 269
-122.24217211111112, 37.48451822222221, 1, 270
-122.24217211111112, 37.48451822222221, 1, 271
-122.25310955319148, 37.47172661702129, 1, 272
-122.25310955319148, 37.47172661702129, 1, 273
-122.23273952000004, 37.47633499999999, 1, 274
-122.22529319230767, 37.45399473076923, 1, 275
-122.23407369230769, 37.45642992307692, 1, 276
-122.25462772, 37.459450059999995, 1, 277
-122.25462772, 37.459450059999995, 1, 278
-122.22423755000003, 37.4792989, 1, 279
-122.2194057368421, 37.469584947368425, 1, 280
-122.21049657894737, 37.47226242105263, 1, 281
-122.21049657894737, 37.47226242105263, 1, 282
-122.19523709999999, 37.474809, 1, 283
-122.18016733333332, 37.45698529166666, 1, 284
-122.18218993333332, 37.44815759999999, 1, 285
-122.18218993333332, 37.44815759999999, 1, 286
-122.18608226315791, 37.44370142105263, 1, 287
-122.20353747826086, 37.43137245652174, 1, 288
-122.20500733333337, 37.42360383333334, 1, 289
-122.20500733333337, 37.42360383333334, 1, 290
-122.21623821551718, 37.376925560344844, 1, 291
-122.16420924528299, 37.408178886792456, 1, 292
-122.17446256666668, 37.4385622, 1, 293
-122.16490035, 37.42808229999999, 1, 294
-122.15809074999999, 37.422516624999986, 1, 295
-122.20847217857143, 37.47988310714286, 1, 296
-122.20847217857143, 37.47988310714286, 1, 297
-122.1899282142857, 37.481859571428565, 1, 298
-122.17007766666667, 37.47363677777777, 1, 299
-122.16056816000003, 37.4618162, 1, 300
-122.12949684090913, 37.476850818181816, 1, 301
-122.12949684090913, 37.476850818181816, 1, 302
-122.14601352380954, 37.46702666666667, 1, 303
-122.14270576000001, 37.45799576, 1, 304
-122.14960039285715, 37.45219042857143, 1, 305
-122.12836293548385, 37.4637643548387, 1, 306
-122.09144101851854, 37.43732059259259, 1, 307
-122.13027735714289, 37.426312571428575, 1, 308
-122.144917, 37.435476599999994, 1, 309
-122.144917, 37.435476599999994, 1, 310
-122.16333482352944, 37.44906770588236, 1, 311
-122.16333482352944, 37.44906770588236, 1, 312
-122.11882757142857, 37.42016807142857, 1, 313
-122.11107838461538, 37.414879923076924, 1, 314
-122.09244233333332, 37.406181249999996, 1, 315
-122.09244233333332, 37.406181249999996, 1, 316
-122.08340123529412, 37.40553, 1, 317
-122.10920729411767, 37.42621323529413, 1, 318
-122.0751493888889, 37.401045555555555, 1, 319
-122.0751493888889, 37.401045555555555, 1, 320
-122.05465086666666, 37.41727959999999, 1, 321
-122.05465086666666, 37.41727959999999, 1, 322
-122.00444380000002, 37.401960349999996, 1, 323
-122.00485658333332, 37.396125833333336, 1, 324
-121.99195038888888, 37.400812722222234, 1, 325
-121.99195038888888, 37.400812722222234, 1, 326
-121.94835115789472, 37.38460410526316, 1, 327
-121.92335317777777, 37.39091277777777, 1, 328
-121.951006, 37.39727353846153, 1, 329
-121.94520595454546, 37.4061709090909, 1, 330
-121.94520988888888, 37.41438644444444, 1, 331
-122.00458173333332, 37.39069080000001, 1, 332
-122.00458173333332, 37.39069080000001, 1, 333
-122.02538439999998, 37.385589499999995, 1, 334
-122.02538439999998, 37.385589499999995, 1, 335
-122.00636167647059, 37.380537058823535, 1, 336
-122.06004004, 37.390950360000005, 1, 337
-122.06004004, 37.390950360000005, 1, 338
-122.06121399999998, 37.37945427272728, 1, 339
-122.05087991666669, 37.378710999999996, 1, 340
-122.04082427272729, 37.375710999999995, 1, 341
-122.04082427272729, 37.375710999999995, 1, 342
-122.07208267999997, 37.36961564, 1, 343
-122.07208267999997, 37.36961564, 1, 344
-122.08350014285713, 37.37867992857144, 1, 345
-122.09053092307694, 37.39406323076923, 1, 346
-122.09752166666665, 37.39744291666667, 1, 347
-122.09752166666665, 37.39744291666667, 1, 348
-122.10613305263156, 37.39218868421053, 1, 349
-122.08618657894738, 37.36900252631579, 1, 350
-122.08618657894738, 37.36900252631579, 1, 351
-122.057058, 37.362652680000004, 1, 352
-122.070514, 37.34550584210526, 1, 353
-122.070514, 37.34550584210526, 1, 354
-122.05556475510198, 37.334643530612254, 1, 355
-122.08049966666665, 37.339381333333336, 1, 356
-122.09853716666663, 37.35385625, 1, 357
-122.09853716666663, 37.35385625, 1, 358
-122.12959659574469, 37.35356171276595, 1, 359
-122.12959659574469, 37.35356171276595, 1, 360
-122.13216495454544, 37.40927809090909, 1, 361
-122.12770725000001, 37.416767333333325, 1, 362
-122.12770725000001, 37.416767333333325, 1, 363
-122.05513821875002, 37.3212436875, 1, 364
-122.05513821875002, 37.3212436875, 1, 365
-122.03724215789477, 37.303176578947365, 1, 366
-122.03724215789477, 37.303176578947365, 1, 367
-122.02938809999998, 37.30276415, 1, 368
-122.02222957894737, 37.31491542105264, 1, 369
-122.02222957894737, 37.31491542105264, 1, 370
-122.0018094347826, 37.3163021304348, 1, 371
-122.0018094347826, 37.3163021304348, 1, 372
-121.98395454999999, 37.3208348, 1, 373
-121.98438704347825, 37.33405560869564, 1, 374
-121.98602281818181, 37.342217363636365, 1, 375
-121.98734327777778, 37.34824122222223, 1, 376
-121.98734327777778, 37.34824122222223, 1, 377
-121.98230477777777, 37.36062572222222, 1, 378
-121.97269593750002, 37.361274312499994, 1, 379
-121.97269593750002, 37.361274312499994, 1, 380
-121.96456866666666, 37.3595505, 1, 381
-121.9996343076923, 37.35485592307692, 1, 382
-121.9996343076923, 37.35485592307692, 1, 383
-121.98809678260866, 37.36831991304347, 1, 384
-122.00807295833334, 37.369312958333346, 1, 385
-122.010273, 37.35863281249999, 1, 386
-122.00619522580645, 37.34640154838709, 1, 387
-122.00619522580645, 37.34640154838709, 1, 388
-121.95629408333333, 37.33032441666666, 1, 389
-121.961754, 37.33805500000001, 1, 390
-121.961754, 37.33805500000001, 1, 391
-121.97197137500001, 37.33103125, 1, 392
-121.97416618181818, 37.346399999999996, 1, 393
-121.946207, 37.31706890909091, 1, 394
-121.946207, 37.31706890909091, 1, 395
-121.931153375, 37.32198329166666, 1, 396
-121.925143, 37.312952736842114, 1, 397
-121.92186507142857, 37.30324328571428, 1, 398
-121.92186507142857, 37.30324328571428, 1, 399
-121.90948170588236, 37.300158470588244, 1, 400
-121.90987053333333, 37.309024066666666, 1, 401
-121.91577004166669, 37.28987895833334, 1, 402
-121.92698245454548, 37.28695972727272, 1, 403
-121.92698245454548, 37.28695972727272, 1, 404
-121.93568729166667, 37.30597345833334, 1, 405
-121.94570311111111, 37.30246861111111, 1, 406
-121.94570311111111, 37.30246861111111, 1, 407
-121.93950615625002, 37.2804211875, 1, 408
-121.94943596296297, 37.275325851851846, 1, 409
-121.94154277777777, 37.333245944444435, 1, 410
-121.94154277777777, 37.333245944444435, 1, 411
-121.9218815, 37.3407632, 1, 412
-121.90667855555554, 37.3404527037037, 1, 413
-121.90246510000001, 37.34767955000001, 1, 414
-121.92441260606061, 37.365579696969704, 1, 415
-121.92441260606061, 37.365579696969704, 1, 416
-121.9347426, 37.347098900000006, 1, 417
-121.94363913513513, 37.3430590810811, 1, 418
-121.94363913513513, 37.3430590810811, 1, 419
-121.98617850000001, 37.313894291666664, 1, 420
-121.9721134375, 37.3127899375, 1, 421
-121.95774352941174, 37.30841017647058, 1, 422
-121.97476406249999, 37.30359775, 1, 423
-121.95793688888891, 37.29809488888889, 1, 424
-121.95793688888891, 37.29809488888889, 1, 425
-121.98165882352941, 37.29198752941176, 1, 426
-121.98165882352941, 37.29198752941176, 1, 427
-121.96320163157895, 37.27610315789474, 1, 428
-121.9558498125, 37.2844419375, 1, 429
-122.00413505263158, 37.330040157894736, 1, 430
-122.02264938461538, 37.333038769230775, 1, 431
-122.00996673333333, 37.301835133333334, 1, 432
-122.00237054545455, 37.299402727272714, 1, 433
-121.99187074999999, 37.30176360714287, 1, 434
-121.99187074999999, 37.30176360714287, 1, 435
-122.01739483333331, 37.288621666666664, 1, 436
-121.9870482307692, 37.279864153846155, 1, 437
-121.9870482307692, 37.279864153846155, 1, 438
-121.97993825000003, 37.27066391666667, 1, 439
-121.96742017647063, 37.24833473529411, 1, 440
-121.95458879411765, 37.24192567647058, 1, 441
-121.95458879411765, 37.24192567647058, 1, 442
-121.94183662162165, 37.257928864864866, 1, 443
-121.91496064705882, 37.243266176470584, 1, 444
-121.92318551851852, 37.25619085185185, 1, 445
-121.92318551851852, 37.25619085185185, 1, 446
-121.90265699999999, 37.24938108333333, 1, 447
-121.88662716666666, 37.25666138888889, 1, 448
-121.8845117368421, 37.26819231578948, 1, 449
-121.89850441176473, 37.26375047058824, 1, 450
-121.90988181818184, 37.26031981818182, 1, 451
-121.90627926086958, 37.277824086956514, 1, 452
-121.90627926086958, 37.277824086956514, 1, 453
-121.91598048387097, 37.273949967741935, 1, 454
-121.92624774074073, 37.273401777777785, 1, 455
-121.93861843333336, 37.27119966666667, 1, 456
-121.88991087500001, 37.284316, 1, 457
-121.89277764705882, 37.294415352941165, 1, 458
-121.87355928125001, 37.285845906249996, 1, 459
-121.87355928125001, 37.285845906249996, 1, 460
-121.87424279999999, 37.30522259999999, 1, 461
-121.8815286, 37.3160018, 1, 462
-121.8815286, 37.3160018, 1, 463
-121.88686015789476, 37.323657684210524, 1, 464
-121.86603408333332, 37.33686341666667, 1, 465
-121.85951315, 37.32591275, 1, 466
-121.85951315, 37.32591275, 1, 467
-121.8589779090909, 37.342258, 1, 468
-121.87050635714284, 37.35130578571428, 1, 469
-121.87050635714284, 37.35130578571428, 1, 470
-121.86782258823533, 37.358593117647054, 1, 471
-121.85397546153845, 37.35836015384616, 1, 472
-121.85397546153845, 37.35836015384616, 1, 473
-121.83824695652174, 37.32923939130434, 1, 474
-121.83824695652174, 37.32923939130434, 1, 475
-121.82078837499999, 37.312743687499996, 1, 476
-121.833551, 37.31145825, 1, 477
-121.83111104545455, 37.30561095454545, 1, 478
-121.8372844117647, 37.30207882352941, 1, 479
-121.85624358333335, 37.31276608333334, 1, 480
-121.85624358333335, 37.31276608333334, 1, 481
-121.8164064761905, 37.29342476190476, 1, 482
-121.77222612244896, 37.28214110204081, 1, 483
-121.77222612244896, 37.28214110204081, 1, 484
-121.7886484, 37.302351200000004, 1, 485
-121.7886484, 37.302351200000004, 1, 486
-121.829981125, 37.286121249999994, 1, 487
-121.82926056249998, 37.28058125, 1, 488
-121.83865514285712, 37.28883735714286, 1, 489
-121.83865514285712, 37.28883735714286, 1, 490
-121.81693136666667, 37.273049833333324, 1, 491
-121.81693136666667, 37.273049833333324, 1, 492
-121.81428742857143, 37.267055571428564, 1, 493
-121.80494880000002, 37.2628994, 1, 494
-121.81693244444442, 37.24853505555556, 1, 495
-121.81693244444442, 37.24853505555556, 1, 496
-121.78954715384617, 37.25094653846154, 1, 497
-121.78954715384617, 37.25094653846154, 1, 498
-121.76266091666666, 37.23473766666666, 1, 499
-121.76468129999998, 37.22305783333332, 1, 500
-121.73342312499997, 37.176711932692314, 1, 501
-121.73342312499997, 37.176711932692314, 1, 502
-121.62098172916662, 37.15502670833333, 1, 503
-121.66021547058824, 37.15047594117647, 1, 504
-121.66021547058824, 37.15047594117647, 1, 505
-121.63046292857143, 37.11151285714286, 1, 506
-121.56860067889906, 37.1034263211009, 1, 507
-121.60587008695657, 37.06384556521742, 1, 508
-121.51629243902437, 37.00968934146341, 1, 509
-121.51629243902437, 37.00968934146341, 1, 510
-121.58386991304349, 37.02567986956522, 1, 511
-121.59127742105262, 37.02519894736843, 1, 512
-121.59127742105262, 37.02519894736843, 1, 513
-121.62918417073169, 37.03026924390244, 1, 514
-121.56548973913041, 37.00267126086957, 1, 515
-121.59006864705883, 36.98128773529411, 1, 516
-121.7127693732194, 37.05509743304845, 1, 517
-121.7127693732194, 37.05509743304845, 1, 518
-121.49111128402365, 36.83294356804734, 1, 519
-121.6935039805826, 36.844433155339814, 1, 520
-121.68664739285718, 36.891997761904776, 1, 521
-121.68664739285718, 36.891997761904776, 1, 522
-121.67519380000002, 36.81659753333333, 1, 523
-121.67519380000002, 36.81659753333333, 1, 524
-121.65159783333333, 36.728706, 1, 525
-121.62286303571429, 36.7298597142857, 1, 526
-121.6491464, 36.71317846666667, 1, 527
-121.6491464, 36.71317846666667, 1, 528
-121.63638505263158, 36.710204, 1, 529
-121.613308375, 36.70545518749999, 1, 530
-121.60590643749998, 36.697098374999996, 1, 531
-121.6153464117647, 36.69263288235294, 1, 532
-121.62191814705884, 36.69384788235294, 1, 533
-121.60112133333332, 36.6896685, 1, 534
-121.60954055555554, 36.68740872222222, 1, 535
-121.60954055555554, 36.68740872222222, 1, 536
-121.61885200000002, 36.67960514285715, 1, 537
-121.61885200000002, 36.67960514285715, 1, 538
-121.61599400000001, 36.67507947058824, 1, 539
-121.61599400000001, 36.67507947058824, 1, 540
-121.61599400000001, 36.67507947058824, 1, 541
-121.633039, 36.682303514285714, 1, 542
-121.633039, 36.682303514285714, 1, 543
-121.63723297560978, 36.65419912195121, 1, 544
-121.65055816666667, 36.66506583333334, 1, 545
-121.65455576190475, 36.725981952380955, 1, 546
-121.65455576190475, 36.725981952380955, 1, 547
-121.69030020833337, 36.717471062499996, 1, 548
-121.66044815384615, 36.703650384615386, 1, 549
-121.6514721764706, 36.69348529411765, 1, 550
-121.65693200000003, 36.6878105925926, 1, 551
-121.6695575, 36.6782125, 1, 552
-121.6695575, 36.6782125, 1, 553
-121.67301388888887, 36.6603895, 1, 554
-121.57601606865673, 36.67851840895523, 1, 555
-121.3840056548223, 36.57368486294415, 1, 556
-121.50714967539272, 36.4919607539267, 1, 557
-121.3840056548223, 36.57368486294415, 1, 558
-121.3840056548223, 36.57368486294415, 1, 559
-121.67412011111112, 36.58552276767678, 1, 560
-121.67412011111112, 36.58552276767678, 1, 561
-121.66435007142856, 36.670510285714286, 1, 562
-121.64394462499999, 36.7037725625, 1, 563
-121.64394462499999, 36.7037725625, 1, 564
-121.70741284415581, 36.80940981818181, 1, 565
-121.74466116504854, 36.744977980582526, 1, 566
-121.75607352380955, 36.76601180952381, 1, 567
-121.7686174494382, 36.875215168539334, 1, 568
-121.77040919354839, 36.90619606451613, 1, 569
-121.77040919354839, 36.90619606451613, 1, 570
-121.79238306250001, 36.938096093750005, 1, 571
-121.79238306250001, 36.938096093750005, 1, 572
-121.81076750000001, 36.90304399999999, 1, 573
-121.87636808695652, 36.96297347826087, 1, 574
-121.87840899999999, 36.95698552777777, 1, 575
-121.87840899999999, 36.95698552777777, 1, 576
-121.87615599999998, 36.980028441558446, 1, 577
-121.860786545, 37.02656504000001, 1, 578
-121.93061837499998, 36.986580328125, 1, 579
-121.94561547826085, 36.98022760869564, 1, 580
-121.91870301041665, 37.02629725, 1, 581
-121.96297234693883, 37.04087056122449, 1, 582
-121.89919963829786, 37.084457904255345, 1, 583
-122.0747105615142, 37.161136214511046, 1, 584
-122.0747105615142, 37.161136214511046, 1, 585
-122.01218828947367, 37.078273973684205, 1, 586
-121.98961930434781, 36.98288747826087, 1, 587
-121.97706594444445, 36.977162444444446, 1, 588
-121.97706594444445, 36.977162444444446, 1, 589
-121.97027976923079, 36.96437634615384, 1, 590
-121.99533096153847, 36.973631999999995, 1, 591
