76	834	230.97	3.43419459270505
1595	606	154.49	0.668909429403867
1712	36	270.42	2.67754241449001
2643	78	154.45	0.468899835136383
2049	1224	279.8	4.76743167826798
456	1498	179.42	0.436179237229066
562	87	247.25	1.01199142190218
1922	1220	173.06	1.09919626382892
1804	252	158.35	1.2513189879067
270	2588	284.28	1.03885002404244
1180	2025	441.75	9.09956751714111
11	623	142.65	1.32317643567401
2601	535	350.67	0.981363039451698
2303	1442	834.39	11.3034269201739
300	917	89.88	0.536993680640878
2114	1113	230.47	4.37515287813507
715	1274	128.1	0.568826225080556
1692	644	182.66	0.334424297731829
596	2401	135.04	0.502982513324442
44	965	149.92	0.552923193733292
1948	744	423.43	3.43830172225514
117	1647	102.62	0.30375191978466
1531	2421	204.99	1.27375309499002
2082	951	84.16	1.23727268800751
953	1022	156.56	1.40684345757395
863	1068	124.24	0.744880560752853
1098	333	268.47	1.27440066365369
194	885	176.06	0.654307399499978
64	2157	138.52	0.86971666768628
1732	2504	482.26	6.06054560776274
420	1424	223.8	1.06415742962773
818	2512	643.55	4.30973322013002
659	1295	171.18	0.68244239228913
414	1610	363.87	5.67507799531936
158	1160	552.58	1.50668881149906
380	1929	108.08	1.00802034847242
1359	1852	287.49	1.93691496561635
1934	1989	1480.89	8.97676982515688
416	1618	197.8	0.612638545735291
2425	1230	134.86	1.6622089044112
2192	1040	488.86	5.50886746472712
813	463	342.82	0.684691285283544
1927	2521	157.89	1.18399794468184
2316	1704	84.99	0.222089389990954
2155	347	118.84	2.18124819473014
2688	1022	206.45	2.30185820025477
2033	1230	230.67	3.29919542707246
2565	496	410.83	3.56893647475993
2204	865	76.22	1.17271710613606
2438	1065	145.89	2.06092783483843
43	191	121.38	0.56346589474538
2213	194	265.56	0.920390855980974
1914	930	147.79	0.909956538904522
2207	2024	661.48	4.04035532608571
314	1742	216.7	0.765123559305563
1498	456	191.36	0.436179237229066
334	1605	388.83	1.40906461218517
2205	477	432.54	2.53012266088458
2531	1570	196.66	4.11033643151567
1022	2688	213.86	2.30185820025477
1233	544	221.72	0.92793824353314
1920	695	77.48	0.483015285098725
443	2496	137.42	0.432449960267602
545	1903	434.7	1.1979560640528
1745	2339	146.15	3.56833021314367
1274	715	134.84	0.568826225080556
1223	75	354.99	11.2323510755706
1445	2364	218.48	2.45324612415233
929	717	230.91	0.989772423149447
815	2353	180.7	0.875863753216418
174	2652	223.71	1.00665045405409
1785	911	128.5	0.74307828321268
1721	2236	1488.32	9.28112566190101
251	1945	405.19	2.46197465555849
300	133	205.91	1.34660697943659
1648	1293	128.72	0.95818110699495
463	813	263.49	0.684691285283544
87	2305	203.64	0.840096356037292
2205	1036	373.36	2.77759369448599
567	2516	349.14	2.82948424328625
2224	462	117.34	0.728883449438697
1891	2594	183.66	1.24006136253758
1885	1254	149.37	0.548994601581363
697	1923	195.91	0.936871111988233
1206	2689	156.35	1.56676089691609
2529	1807	276.43	0.806145261159218
2329	1714	349.68	7.59132992221426
2347	1534	138.28	0.805074560220027
2455	119	155.55	0.885177385043067
1594	1595	254.93	1.18656632838087
74	917	325.13	1.21901551962563
1551	1556	95.6	0.893892347912537
2209	57	213.65	1.1257663537652
2295	2383	433.91	6.25218984857065
1440	1441	336.27	4.66078602744815
486	485	220.56	1.75472861230726
1295	659	160.77	0.68244239228913
239	1967	350.79	2.85482919007043
1089	388	154.03	1.60029248747404
38	1409	281.62	10.2630445576193
210	1774	114.8	0.404220697017039
2671	2669	194.59	0.826371585071429
1536	1062	215.22	0.616218816537843
1534	1082	266.98	0.847347234945549
1540	2219	191.38	0.787920600741903
557	1937	131.07	1.27775498060073
1085	2422	363.3	2.29352075828324
1386	2653	153.26	0.580195311146238
1563	219	136.54	0.5768126577942
1470	2352	157.09	0.55813108051653
2308	1686	295.12	0.938705177807774
287	1536	105.69	0.446528922223942
2463	1774	146.37	0.553523510545758
1706	1707	218.45	0.654120983083223
1396	2238	361.26	3.70098568097819
2406	532	2068.48	4.0873674160376
2593	328	143.14	1.58342143129603
2201	2539	766.46	1.69083898958947
169	603	124.21	0.855181503850207
661	1779	207.69	0.764649382802658
2515	1870	870.76	1.504447198744
2653	1386	188.56	0.580195311146238
1915	556	203.53	1.07120284095163
1096	1101	342.36	1.016853550935
2479	17	294.29	1.22328170405672
788	377	223.97	1.8823326714786
1265	1630	166.66	0.992899375764117
26	1998	195.83	2.8004100666042
1588	816	296.29	2.00714093927289
2126	182	366.9	1.0745322152672
108	2227	368.91	0.765364811007595
767	2546	413.44	3.68545084093288
2532	1042	316.36	2.81607934140229
2337	403	1160.84	1.71983021437742
1036	2205	319.79	2.77759369448599
753	2672	249.28	0.584681895319094
87	927	135	1.04974621787648
875	550	265.12	0.766370937684605
2230	2186	295.22	2.6411580693925
1443	1740	115.34	0.611161259830698
2113	2271	140.64	1.86825425524817
1304	2171	301.81	2.38767922636932
1783	1630	102.77	0.662742093637573
475	1609	266.7	1.75979367919737
1040	2368	1097.32	7.21343114874533
748	420	194.21	1.24182299061732
2240	743	323.99	1.22414321947014
2219	1540	188.68	0.787920600741903
287	2215	237.73	0.701714632068783
466	167	187.97	0.967691665468012
276	401	660.72	2.05529900863732
921	251	405.76	1.7779224246986
906	21	279.53	0.652879760709365
104	217	178.73	1.33814284377249
1469	1760	122.67	0.663615205668645
1632	1628	214.71	0.925519581310421
2639	1463	241.96	0.49538712327469
532	2460	185.88	0.362306845466988
1831	1339	178.51	0.711291470582114
743	2240	339.26	1.22414321947014
1807	2335	229.59	1.1238110098629
1700	207	121.57	0.459829594890233
1954	2328	170.83	4.58977856997952
603	169	115.68	0.855181503850207
1967	239	205.2	2.85482919007043
953	1617	233.77	2.03026967666088
1153	2106	139.15	0.857560885723047
2537	2028	364.78	1.44280594462381
1171	1170	457.88	2.53257570732659
2380	2009	707.21	7.35587164810232
1761	2697	229.07	0.657566552435686
2401	596	121.36	0.502982513324442
434	536	133.77	0.304866629300478
2479	1173	275.81	0.881275160750881
2676	2402	115.95	1.39014975681093
142	2468	274.59	1.47873082258582
783	2106	343.41	1.18383367477417
277	167	406.48	0.859768946969974
1073	2367	731.68	2.30563199247702
1553	1473	978.69	7.72478669540891
1458	1744	51.39	0.972221538436162
1223	798	422.5	13.1514110902856
418	822	139.88	0.694964707166374
247	1152	199.44	0.814140144511918
556	919	246.74	1.13085909490906
745	1870	324.62	0.547494574304861
1463	2639	102.71	0.49538712327469
881	742	181.5	0.656094260502614
1930	1924	241.72	0.79886491808541
2677	1916	197.16	0.975453900618732
2670	552	205.27	1.04545833307134
436	390	176.89	1.41392239223558
1361	1363	224.94	3.42708243560008
328	980	174.85	1.65691627571658
369	570	291.38	1.095624646851
1626	1625	262.48	1.18863537768302
826	2621	308.3	1.70111927584201
2053	2052	162.91	0.804001715943986
101	56	223.54	1.49196271023461
1719	1717	386.46	15.3060936524793
750	2387	194.84	0.893168223841372
2238	1896	345.27	2.82050179705303
1014	1039	301.81	3.651880369067
1705	1780	174.38	0.794367594386524
2387	750	164.22	0.893168223841372
477	2205	378.78	2.53012266088458
867	2694	152.99	0.343698971048381
1528	2367	169.34	2.75093139937117
2352	1470	101.81	0.55813108051653
937	1070	145.47	0.508146830204141
2521	390	177.65	1.05472001972234
480	2210	433.2	1.29310500372659
461	595	488.53	1.17952310918679
2024	2027	290.36	0.900897111676496
1087	1520	195.67	0.857758786875347
1294	1697	167.92	0.498987438127776
2322	2463	196.47	0.693577553197106
2245	1749	94.6	1.13275976411744
1492	957	277.28	1.30199387286628
834	76	221.13	3.43419459270505
30	1083	314.57	0.932835685587719
123	153	160.98	1.29413571460358
898	852	99.74	1.20535332691145
2588	1203	197.3	1.55382429402822
464	2349	102.25	0.649400546851585
1061	2207	134.58	1.75241728617051
102	2539	205.15	0.619781223148212
440	840	322.22	1.13474009213805
2222	1825	119.63	0.611871053314477
154	438	243.46	0.902226668066386
198	1558	203.1	1.14047579140068
1605	618	200.1	0.740677594282214
367	1226	260.58	4.41110596133183
541	677	126.64	0.662511579241212
814	467	83.51	0.449540342723062
1275	1292	162.5	1.58317984784798
549	1940	162.74	0.879649126421306
548	1950	208.07	0.647528405257302
1119	2131	450.59	0.715855281075888
2319	2318	174.29	0.43493733114588
1617	953	198.76	2.03026967666088
1809	1979	245.49	2.73107266337751
389	447	188.81	0.818894680731441
387	467	116.51	0.622990924617987
159	2564	614.78	6.4527275301531
1826	438	205.74	1.28274494263893
2194	335	282.45	0.964599746411594
